Nucleotide,Family,Genus,Species,Strain,Genotype,Segment,H5 Clade,Subclade,Host Group,Geographic Location,Host Common Name
3195,PQ712472,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008766-001-v/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3196,PQ712478,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-006483-001/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Skunk
3197,PQ712484,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-008749-006-v/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3198,PQ712488,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-009110-009/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3201,PQ712514,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010071-004/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3202,PQ712516,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-005334-001/2024,H5N1,4.0,2.3.4.4b,B3.6,Avian,USA,Chicken
3203,PQ712528,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Canada Goose/USA/24-005146-001/2024,H5N1,5.0,2.3.4.4b,B3.7,Avian,USA,Goose
3205,PQ712542,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-009495-005/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3206,PQ712549,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-009495-004/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3207,PQ712556,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-009310-009/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3210,PQ712570,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Domestic Cat/USA/24-009118-002/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Domestic Cat
3211,PQ712574,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-006/2024,H5N1,7.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3212,PQ712584,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-003/2024,H5N1,7.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3213,PQ712612,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Bald Eagle/USA/24-006061-001/2024,H5N1,4.0,2.3.4.4b,B3.5,Avian,USA,Bald Eagle
3214,PQ712631,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-005959-005/2024,H5N1,3.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Skunk
3215,PQ712652,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-005959-002/2024,H5N1,8.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Skunk
3216,PQ712664,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Mountain Lion/USA/24-005908-001/2024,H5N1,7.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Mountain lion
3217,PQ712678,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-005907-001/2024,H5N1,8.0,2.3.4.4b,B3.6,Avian,USA,Chicken
3218,PQ712698,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/American Crow/USA/24-004479-001/2024,H5N1,5.0,2.3.4.4b,B3.7,Avian,USA,Crow
3219,PQ712765,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/American Wigeon/USA/24-008552-021/2024,H5N1,1.0,2.3.4.4b,B3.6,Avian,USA,American Wigeon
3220,PQ712778,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Bald Eagle/USA/24-007953-001/2024,H5N1,6.0,2.3.4.4b,B3.6,Avian,USA,Bald Eagle
3221,PQ712784,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Skunk/USA/24-007939-001/2024,H5N1,8.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Skunk
3222,PQ712798,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey Vulture/USA/24-007419-001/2024,H5N1,7.0,2.3.4.4b,B3.6,Avian,USA,Vulture
3223,PQ712845,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-059/2024,H5N1,2.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3224,PQ712852,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-048/2024,H5N1,4.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3225,PQ712858,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-047/2024,H5N1,5.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3226,PQ712871,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-044/2024,H5N1,8.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3227,PQ712878,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-036/2024,H5N1,7.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3228,PQ712885,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-035/2024,H5N1,7.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3229,PQ712898,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-032/2024,H5N1,2.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3230,PQ712904,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-029/2024,H5N1,6.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3231,PQ712911,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Goat/USA/24-007234-009/2024,H5N1,5.0,2.3.4.4b,B3.6,Nonhuman Mammal,USA,Goat
3232,PQ712918,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/USA/24-005369-001/2024,H5N1,8.0,2.3.4.4b,B3.12,Avian,USA,Turkey
3233,PQ712925,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-005334-002/2024,H5N1,1.0,2.3.4.4b,B3.6,Avian,USA,Chicken
3234,PQ712932,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Red Tailed Hawk/USA/24-003714-001-repeat/2024,H5N1,7.0,2.3.4.4b,B3.6,Avian,USA,Hawk
3235,PQ712936,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-011263-003/2024,H5N1,7.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3236,PQ712949,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-011263-001/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3237,PQ712956,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-011231-006/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3238,PQ712958,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-011231-004/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3239,PQ712964,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-011231-003/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3240,PQ712970,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-011231-002/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3241,PQ712976,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-011231-001/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3242,PQ712979,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-010947-006/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3243,PQ712989,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-010947-003/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3244,PQ712990,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-010947-002/2024,H5N1,5.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3245,PQ712997,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-010947-001/2024,H5N1,8.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3246,PQ713004,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010930-002/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3247,PQ713010,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-010832-002/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3248,PQ713030,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-014/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3249,PQ713037,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-013/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3250,PQ713045,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-010/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3251,PQ713052,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-008/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3252,PQ713062,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Domestic Cat/USA/24-011659-004/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Domestic Cat
3253,PQ713076,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Raccoon/USA/24-011659-001/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Raccoon
3254,PQ713080,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-007/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3255,PQ713088,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-005/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3256,PQ713095,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-004/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3257,PQ713102,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-010661-002/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3258,PQ713112,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-012377-010/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3259,PQ713134,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-012377-006/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3260,PQ713166,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-012314-003/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3261,PQ713176,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-012314-001/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3262,PQ713188,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Domestic Cat/USA/24-012168-003/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Domestic Cat
3263,PQ713194,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Domestic Cat/USA/24-012168-002/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Domestic Cat
3264,PQ713204,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Domestic Cat/USA/24-011518-002/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Domestic Cat
3265,PQ713230,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013172-002/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3266,PQ713244,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-010/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3267,PQ713277,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3268,PQ713278,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3269,PQ713290,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013393-004/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3270,PQ713306,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014545-009/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3271,PQ713312,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015041-006/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3272,PQ713336,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014545-007/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3273,PQ713342,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014883-006/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3274,PQ713352,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014883-003/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3275,PQ713359,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014883-002/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3276,PQ713366,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014545-006/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3277,PQ713373,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014882-004/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3278,PQ713380,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014882-003/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3279,PQ713386,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014882-002/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3280,PQ713392,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014881-013/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3281,PQ713406,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-014545-002/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3282,PQ713412,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015643-001/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3283,PQ713416,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015457-006/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3284,PQ713428,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015457-003/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3285,PQ713435,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015457-002/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3286,PQ713441,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015457-001/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3287,PQ713454,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Chicken/USA/24-014612-001-r/2024,H5N1,7.0,2.3.4.4b,B3.13,Avian,USA,Chicken
3288,PQ713460,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015457-007/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3289,PQ713480,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015307-002/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3290,PQ713511,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-016804-001/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3291,PQ713512,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-016687-003/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3292,PQ713522,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-016687-002/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3293,PQ713528,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017152-001/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3294,PQ713534,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017148-009/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3295,PQ713540,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017148-007/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3296,PQ713544,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017148-005/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3297,PQ713550,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017148-003/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3298,PQ713556,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017148-001/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3299,PQ713560,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017112-003/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3300,PQ713566,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015840-002/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3301,PQ713575,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015840-001/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3302,PQ713578,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-015837-001/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3303,PQ713583,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017048-011/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3304,PQ713588,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017154-006/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3305,PQ713594,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017154-004/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3306,PQ713600,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017154-001/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3307,PQ713607,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017153-014/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3308,PQ713614,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017153-011/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3309,PQ713620,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017152-003/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3310,PQ713630,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017048-007/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3311,PQ713636,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017153-003/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3312,PQ713640,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-018029-006/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3313,PQ713645,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-018029-001/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3314,PQ713652,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-018028-005/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3315,PQ713659,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-018028-002/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3316,PQ713671,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cat/USA/24-017992-001/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cat
3317,PQ713675,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017898-001/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3318,PQ713679,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017662-002/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3319,PQ713683,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017660-005/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3320,PQ713689,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017654-005/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3321,PQ713696,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017653-012/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3322,PQ713704,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017582-001/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3323,PQ713715,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017152-016/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3324,PQ713716,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017484-004/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3325,PQ713723,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017484-007/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3326,PQ713729,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017484-003/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
3327,PQ713739,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-017652-017/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
